Time,Q_benz (L/min),Q_sulphuric (L/min),T_feed_in(celsius),T_prod_out (celsius),Q_steam (L/min),T_steam_in (celsius),mas_frac Product
2024/07/07 16:34,56.35620652,74.0250315,29.83461696,71.63130495,131.4747601,85.95979179,
2024/07/07 16:36,56.73643226,73.78037249,29.39887002,70.98992248,130.4903734,85.49172946,
2024/07/07 16:38,56.87098169,74.38510813,31.92468063,72.74250315,126.6231142,84.46591806,
2024/07/07 16:40,57.11926535,73.50973954,32.11833976,72.42344679,128.4998207,85.44344642,
2024/07/07 16:42,56.83950941,73.81923141,30.35684748,71.07946478,127.9482752,84.08771038,
2024/07/07 16:44,58.30913095,74.15642804,30.36589288,70.52303216,128.8908082,85.6272385,
2024/07/07 16:46,56.14617957,73.30135535,30.0422141,70.48064124,130.9087401,84.89557984,
2024/07/07 16:48,58.61387691,73.75325475,29.28359748,72.57399778,128.4778618,83.4441178,
2024/07/07 16:50,57.31376162,74.69640769,29.58560325,70.55529094,126.7153693,86.66208277,
2024/07/07 16:52,57.20360895,74.94510306,29.51542728,70.77076721,129.368686,84.8143253,
2024/07/07 16:54,57.47043332,73.65408728,30.62675404,71.8414872,128.6768707,85.35602299,
2024/07/07 16:56,57.12414048,74.24104168,30.65984403,72.77731998,131.4755195,84.5047492,
2024/07/07 16:58,58.16700099,75.69634686,30.38751867,69.53239117,130.278596,84.71116644,
2024/07/07 17:00,57.43750531,75.20321913,29.40520886,71.23906589,129.777837,84.50658878,
2024/07/07 17:02,58.19412805,74.41159773,30.53215857,70.90813725,128.2873147,86.19686582,
2024/07/07 17:04,57.50157745,73.04485513,31.80326805,71.50924772,128.0669921,85.73066234,
2024/07/07 17:06,57.12365631,73.49243179,29.81064447,71.63483468,130.1288611,85.76359064,
2024/07/07 17:08,57.37956665,72.93463844,31.6019404,72.33359891,128.2990455,83.50583829,
2024/07/07 17:10,56.71959871,73.96797558,29.04627821,71.43608622,128.5987477,86.11980793,
2024/07/07 17:12,57.54370659,73.81581044,30.30087317,71.36970098,125.8973623,85.3656687,
2024/07/07 17:14,57.46361025,74.8897122,28.91697599,71.84297688,129.7622897,86.70174894,
2024/07/07 17:16,57.13884339,73.57130456,28.88110209,70.81768368,128.4851544,85.2903536,
2024/07/07 17:18,58.00014902,72.32200134,29.64912612,71.12593426,130.2580262,84.86364477,
2024/07/07 17:20,57.54036456,73.12399072,30.71567861,71.5368561,127.7730703,84.44356218,
2024/07/07 17:22,57.82891461,74.25311106,30.43178493,72.60254663,131.8551441,85.20632774,
2024/07/07 17:24,58.29243458,74.50653575,28.66718564,71.92655974,132.1889796,84.19501879,
2024/07/07 17:26,57.39856576,73.33902578,31.44206437,71.09455777,126.2971038,84.42519386,
2024/07/07 17:28,57.62116639,73.60105745,30.24436156,70.0453637,130.7835716,85.66845471,
2024/07/07 17:30,57.67965712,74.4047496,29.81815758,72.74039883,130.6003913,86.9057034,
2024/07/07 17:32,56.88200391,73.80743358,29.8824212,70.79328384,128.6528828,84.97180186,
2024/07/07 17:34,57.12691747,74.14653679,29.29793224,72.41085895,129.6458424,85.99705584,
2024/07/07 17:36,57.48299241,73.35644675,29.20649195,70.42985831,130.0463861,84.57136018,
2024/07/07 17:38,57.45436547,75.13921556,29.25592703,70.28455518,129.7192598,83.61988638,
2024/07/07 17:40,57.63595564,73.10877731,30.04352335,72.35472779,131.456682,85.55347603,
2024/07/07 17:42,57.76210545,73.94701958,30.10532495,70.57551538,130.4053599,84.52300347,
2024/07/07 17:44,57.34126071,73.81135415,30.26590263,72.43556388,130.5586143,85.2317486,
2024/07/07 17:46,57.99223265,74.38925867,29.16264147,71.89265019,131.0434092,84.36747406,
2024/07/07 17:48,57.21741015,74.91910765,29.59822966,74.56851526,133.4092643,84.86870957,
2024/07/07 17:50,57.54207109,73.5117654,30.67892098,72.74008626,127.6874815,85.01605724,
2024/07/07 17:52,57.2936402,74.41304306,29.69943906,72.14339663,132.8271821,82.89776169,
2024/07/07 17:54,56.54591376,74.24062756,28.92953293,71.76263687,127.7888077,85.24950381,
2024/07/07 17:56,56.9735953,74.02833303,30.50537524,70.72558762,127.4695731,86.86719192,
2024/07/07 17:58,57.62435017,75.11509344,31.8115811,70.48653054,129.0831491,85.05854394,0.544412877
2024/07/07 18:00,57.58653161,73.27064971,29.92822506,70.8024032,132.2016028,84.43256841,
2024/07/07 18:02,57.78576382,75.56853595,30.26519252,72.11422796,125.7475764,85.41153157,
2024/07/07 18:04,57.09897795,72.67172661,29.33733074,70.96809001,128.3622257,84.97470777,
2024/07/07 18:06,57.75757672,73.44698938,27.96956557,71.92906354,125.7785605,83.69063356,
2024/07/07 18:08,57.58998782,73.35380284,28.6190364,72.16849219,128.3430433,85.46546183,
2024/07/07 18:10,57.85232069,73.44291558,28.96467604,73.35134023,129.3515926,83.3390012,
2024/07/07 18:12,57.87227944,75.08647625,29.77884936,69.98944643,132.7877281,84.37039852,
2024/07/07 18:14,57.6012991,75.23470742,30.20366924,72.6256529,132.8551647,87.42827213,
2024/07/07 18:16,57.33799311,74.06609719,29.93374154,70.52000128,129.428612,85.43158966,
2024/07/07 18:18,56.89023782,74.16770647,31.59123466,70.45550835,129.4784004,85.10182889,
2024/07/07 18:19,57.28267641,74.03487623,30.30932149,72.63713339,129.6559539,84.47992308,
2024/07/07 18:21,56.8396238,73.30096736,32.25460777,70.4120182,126.6158961,85.03509212,
2024/07/07 18:23,57.11813191,75.91525241,29.96480488,71.5079846,130.0716758,85.5330644,
2024/07/07 18:25,57.68483032,74.73420776,29.06158319,71.94371846,131.2027149,85.38576475,
2024/07/07 18:27,56.7946323,74.04380583,31.22061119,73.27632678,128.0367121,88.36309488,
2024/07/07 18:29,57.55591927,73.69360333,28.95315704,71.8024473,129.4670024,85.47612335,
2024/07/07 18:31,57.13931602,74.00220225,29.76965235,72.33853991,132.0322506,84.61115954,
2024/07/07 18:33,57.06936545,74.94591104,31.2815549,71.31166521,131.0278112,85.83941281,
2024/07/07 18:35,56.0878012,73.18276876,30.7832102,71.89563196,131.871517,86.61729233,
2024/07/07 18:37,56.90694649,72.08966859,28.88804791,71.42009308,126.6178102,85.8698143,
2024/07/07 18:39,58.77673365,73.32572476,28.7062444,71.11484308,130.4806009,85.90961712,
2024/07/07 18:41,56.48106848,73.102376,30.07611932,72.04493491,129.8759874,86.44610593,
2024/07/07 18:43,57.56484571,74.55688636,31.31438179,72.10532086,131.0399708,85.16641378,
2024/07/07 18:45,58.16794764,74.30840776,29.51136598,72.11631497,131.0930375,85.43468536,
2024/07/07 18:47,57.48629494,75.47512996,30.57586124,71.32167596,129.283778,85.4702102,
2024/07/07 18:49,57.59840731,74.69057219,29.08423685,71.31861905,128.8526373,83.70453251,
2024/07/07 18:51,56.63163686,71.61928255,31.49994469,72.50368589,129.0176717,84.54172606,
2024/07/07 18:53,57.12954533,72.99753902,31.75329623,71.30993645,128.0622055,86.16929785,
2024/07/07 18:55,57.06418723,74.51883008,31.19327984,71.69657946,129.7841862,84.94631391,
2024/07/07 18:57,56.99818178,74.9896719,28.57423606,72.84329971,131.8777967,84.73454494,
2024/07/07 18:59,57.65152395,73.80961357,30.2304027,71.04998463,129.5902449,83.88049547,
2024/07/07 19:01,57.48939814,73.35115972,29.70821082,70.20325282,128.6494236,85.58638647,
2024/07/07 19:03,57.64277939,73.17282997,30.35647778,71.66162845,130.3370614,85.77971523,
2024/07/07 19:05,57.49397838,73.1630986,29.39546909,73.2067672,131.9473278,84.32888335,
2024/07/07 19:07,57.42168382,74.45855816,29.35474272,71.48683835,129.991982,84.27375146,
2024/07/07 19:09,58.54020511,74.42791213,28.79312639,72.6937739,129.918331,85.34722516,
2024/07/07 19:11,57.92143952,73.72239899,31.09080397,72.28094293,129.037404,85.3742279,
2024/07/07 19:13,57.88805958,73.82366047,29.45138296,73.2180721,130.7768218,84.41040289,
2024/07/07 19:15,57.02988421,72.93948029,31.38975666,72.0685599,129.4765599,84.65079541,
2024/07/07 19:17,57.3686829,73.80160948,28.60363529,72.37139621,131.5292328,85.33648021,
2024/07/07 19:19,57.85607963,74.65741296,29.53137251,74.1179039,129.1996098,84.24511784,
2024/07/07 19:21,57.62203895,73.97198411,29.22715277,72.69657612,131.8989478,85.79823321,
2024/07/07 19:23,57.78162667,74.37444664,30.56776639,72.4342076,129.0066254,85.04387319,
2024/07/07 19:25,57.46782709,73.89005073,29.06321721,71.5043576,130.0221621,85.09767748,
2024/07/07 19:27,57.93599361,75.98636212,29.22808487,71.1904882,125.8044137,83.52683005,
2024/07/07 19:29,57.65601287,72.26269529,29.13858651,72.26356529,124.087053,85.07709643,
2024/07/07 19:31,58.08975073,73.60499942,30.51483848,71.94898014,128.2725511,85.02830402,
2024/07/07 19:33,56.29274166,74.26905739,29.7784812,71.30676906,129.4756809,85.86493606,
2024/07/07 19:35,57.41723876,73.87392215,30.47483678,72.82022257,129.596472,86.01067853,
2024/07/07 19:37,57.41250778,73.84767817,28.94189803,72.01736411,130.1691244,84.28054388,
2024/07/07 19:39,57.58902946,73.68944375,29.6204083,71.56321323,130.2118455,85.63292905,
2024/07/07 19:41,57.2106877,72.796913,28.78280109,70.96194726,129.617627,85.11569341,
2024/07/07 19:43,58.17779261,73.15031378,29.67546737,70.65914682,131.2612378,85.3563929,
2024/07/07 19:45,56.89633811,74.48048886,28.9383123,71.56292091,128.0101864,85.11873971,
2024/07/07 19:47,57.72145451,74.27758379,29.67910273,72.12000614,130.3519805,83.57910264,
2024/07/07 19:49,57.88739591,74.01034419,30.18049706,71.09091388,127.1976802,86.38354132,
2024/07/07 19:51,57.29345013,74.91358363,30.8424604,73.17277012,128.4950722,84.74826447,
2024/07/07 19:53,57.35176032,75.15293353,28.7815635,73.00487068,131.0619699,84.11018078,
2024/07/07 19:55,57.7658152,73.90557001,28.88383808,71.15604899,131.2834548,85.57986206,
2024/07/07 19:57,57.20016247,73.12687826,30.46404057,71.50573259,128.5325298,85.65766906,
2024/07/07 19:59,57.51404911,75.82046819,30.81305361,71.05795363,124.9018872,84.48453394,
2024/07/07 20:01,57.70340651,74.41155492,28.83737973,70.88556143,133.1756906,83.90662628,
2024/07/07 20:03,57.51395397,73.13739752,30.12664296,69.20008305,130.2690392,84.57423723,
2024/07/07 20:05,56.98848033,74.57857758,29.6713889,70.77638039,130.569207,85.78393382,
2024/07/07 20:07,57.29684743,73.5131651,28.22597105,73.88680128,130.627511,85.47022352,
2024/07/07 20:09,56.97374207,73.07168859,29.53373799,71.53095676,132.4245611,84.93855484,
2024/07/07 20:11,57.96592466,75.42867603,29.40233931,70.11401461,129.1791806,83.82047134,
2024/07/07 20:13,57.57636397,74.14928385,30.27407653,70.95830776,134.1558292,84.06801495,
2024/07/07 20:15,58.08632225,72.53681706,29.35455483,71.56453195,129.5561407,85.37222445,
2024/07/07 20:17,57.71687841,74.40278628,29.82184048,72.14314044,130.5036913,87.39827367,
2024/07/07 20:19,57.39225003,74.95012323,28.26979788,71.49153088,128.2650056,87.07131676,
2024/07/07 20:21,57.77844735,74.29960095,29.60234453,70.89788233,126.6784358,83.65020924,
2024/07/07 20:23,57.44683362,72.37922334,30.24435964,71.45092524,130.5725125,84.64273315,
2024/07/07 20:25,57.50155815,74.06723537,29.68827877,70.0717006,129.4056123,85.48700823,
2024/07/07 20:27,57.90060436,73.81618745,28.21762846,70.01362744,131.0103939,84.60521199,
2024/07/07 20:29,56.71956935,72.76957037,29.46182331,70.71282559,132.6705936,85.29922554,
2024/07/07 20:31,56.89025445,74.24200552,29.00082835,70.5703452,130.1594746,85.10588937,
2024/07/07 20:33,56.97242295,73.96118454,31.12395355,72.05226681,130.103067,85.52467599,
2024/07/07 20:35,58.02666734,75.6533704,29.04139935,71.95993895,134.8460953,86.24962644,
2024/07/07 20:37,57.34649632,73.525845,28.54813061,71.4929714,129.3714188,85.04198379,
2024/07/07 20:39,57.80049078,73.1468982,28.1825228,72.30845024,133.5473329,86.37655026,
2024/07/07 20:41,57.35296918,74.75202761,29.55877116,72.03983084,133.9700649,85.23367477,
2024/07/07 20:43,57.70305103,75.63930933,29.8640298,71.75847502,131.5436922,85.74623613,
2024/07/07 20:45,58.01595644,73.54069978,28.80380182,72.03466465,129.3326292,86.85082616,
2024/07/07 20:47,56.90838431,73.97562532,29.11365678,72.30450773,129.635994,84.59508071,
2024/07/07 20:49,57.30110785,76.66698592,29.83615725,70.78809344,132.9314009,85.00692137,
2024/07/07 20:51,56.63823464,74.21406949,29.94327304,72.60025005,126.251606,85.82451086,
2024/07/07 20:53,57.2876765,74.39851526,30.16576839,68.92349922,128.9480945,85.44143852,
2024/07/07 20:55,56.42704317,73.80159168,29.10668497,71.63943714,128.0769367,84.60159319,
2024/07/07 20:57,57.22649691,74.06351914,28.58195368,71.31268205,131.2439437,85.50584091,
2024/07/07 20:59,58.3726709,73.89033854,29.13085664,73.36578301,130.5415386,86.05424835,
2024/07/07 21:01,57.89835619,74.84301769,28.55946856,71.64007477,129.3383488,84.69241793,0.545236905
2024/07/07 21:03,57.96206111,73.80344774,30.41282976,72.12086656,133.0438151,86.3904862,
2024/07/07 21:05,57.53226374,73.94263061,29.48380982,70.16995471,130.7575581,83.95068178,
2024/07/07 21:07,56.74760334,72.9759883,28.80150889,70.7738447,131.8585621,84.273157,
2024/07/07 21:09,56.8570667,76.13320642,29.30942655,71.22418724,130.4523896,86.03752936,
2024/07/07 21:11,56.89231488,72.58788479,30.01550329,71.96343606,131.0730308,86.0491087,
2024/07/07 21:13,57.42121139,73.88365572,30.77436623,72.13984028,133.9494474,85.11279992,
2024/07/07 21:15,57.23884442,74.85984394,30.2288801,70.93888824,134.2323673,85.3431724,
2024/07/07 21:17,57.09964265,73.33663544,30.87805348,72.22370137,127.0753789,85.94361553,
2024/07/07 21:19,57.72124929,74.76999273,30.0881102,71.15655674,130.3055496,86.30455672,
2024/07/07 21:21,56.99787162,74.04932232,28.89867291,72.1300922,131.3481462,85.81891251,
2024/07/07 21:23,57.11643087,72.06549265,28.97491565,72.02161891,130.7864535,84.22214204,
2024/07/07 21:25,56.93750684,74.81845026,30.16548111,69.94495175,131.3712274,84.81176029,
2024/07/07 21:27,57.92445781,74.4556087,28.45682981,72.94803584,132.0186734,85.08567959,
2024/07/07 21:29,57.40595787,74.59685151,30.39818288,72.34321898,127.8426296,86.13459224,
2024/07/07 21:31,57.864323,74.35672489,30.76071335,70.95675948,130.8784903,85.65617162,
2024/07/07 21:33,57.5164906,75.38835833,30.83751639,72.03340987,129.8955409,84.43483898,
2024/07/07 21:35,57.17963194,75.32785105,30.28033331,71.73889682,130.0778506,84.28732471,
2024/07/07 21:37,57.24978417,73.72223875,30.24393969,71.23223037,130.2638165,83.46282741,
2024/07/07 21:39,57.50798028,74.40746776,28.88469173,71.13309142,129.1882287,85.48741837,
2024/07/07 21:41,57.60049324,74.07851222,28.42630186,72.51744092,129.1580263,86.32047803,
2024/07/07 21:43,56.95394654,73.87408223,28.64324436,70.92419067,131.4278599,85.29627401,
2024/07/07 21:45,57.89844605,75.50935715,29.79731231,72.54603506,129.3762441,84.34498367,
2024/07/07 21:47,57.01582189,76.31848474,29.28341538,72.89043136,129.0033171,85.31056402,
2024/07/07 21:49,57.28654438,75.01195863,29.4202381,69.43010086,128.0921785,83.98328468,
2024/07/07 21:51,58.10733942,75.06982407,32.45023815,72.58948658,129.8502603,85.9027241,
2024/07/07 21:53,57.62236497,75.28705942,28.80460692,69.17391645,133.5451474,86.37270368,
2024/07/07 21:55,57.22599217,75.25526176,29.58817952,71.1475565,130.7010967,84.30355975,
2024/07/07 21:57,57.64350113,72.56666315,28.17029092,71.93516294,133.2089563,84.3121032,
2024/07/07 21:59,57.60988484,74.9385425,30.45940208,70.3225747,131.7539105,85.10981467,
2024/07/07 22:01,57.40212286,73.19663598,30.56940154,70.70273207,132.3789465,85.69578976,
2024/07/07 22:03,56.7898801,74.47899256,29.52261256,71.89193906,133.7916654,87.46872234,
2024/07/07 22:05,56.53173669,74.64559893,31.30166541,71.00159744,134.4684403,85.36062305,
2024/07/07 22:07,56.97347903,72.74761416,29.13417063,70.21613647,127.4642271,84.70290933,
2024/07/07 22:09,57.5849647,73.897873,29.19156543,70.12239049,129.1220289,82.78414363,
2024/07/07 22:11,57.17526929,74.75252406,29.52401012,71.21175904,129.999827,84.98249138,
2024/07/07 22:13,57.14413036,75.37196463,29.17914981,72.72062636,132.5589699,86.5530678,
2024/07/07 22:15,57.90640271,73.23265082,30.10883073,71.38861328,132.3339603,87.10510584,
2024/07/07 22:17,56.69930724,72.41269248,30.00334704,70.31148422,133.1857412,85.51138814,
2024/07/07 22:19,57.23912925,71.48344055,28.98261023,72.98044998,130.3425209,85.15129037,
2024/07/07 22:21,56.99115301,73.57035871,30.31853608,70.27467588,129.8546157,83.61695057,
2024/07/07 22:23,57.04885096,75.4630262,28.85734368,72.78667841,130.1001488,84.22358155,
2024/07/07 22:25,57.67949778,75.13074532,28.81514855,72.72204581,128.9352968,84.72718576,
2024/07/07 22:27,86.34583446,74.19787821,28.85855299,71.32031452,127.702681,84.81932642,
2024/07/07 22:29,57.80353157,72.23365151,30.08916292,71.65211007,130.5996244,84.21489814,
2024/07/07 22:31,57.62271303,74.45948499,30.9607151,72.84050559,130.8049947,85.37944433,
2024/07/07 22:33,57.24812909,73.53879739,30.33378425,72.73049002,127.7881033,84.80008914,
2024/07/07 22:35,56.97610311,73.51205765,29.99697083,71.85010188,131.9355801,86.72665347,
2024/07/07 22:37,58.19606415,72.96654742,28.93247844,70.51887669,130.7313864,83.28372177,
2024/07/07 22:39,57.55698392,75.04408858,28.81307003,70.06476262,132.7135911,82.87173008,
2024/07/07 22:41,57.37949749,74.18937512,28.76905964,71.59987538,129.978,86.18677047,
2024/07/07 22:43,58.05954475,75.08808388,28.1919103,72.94577736,131.6894824,84.83415885,
2024/07/07 22:45,56.63339689,74.33135361,28.64525641,72.11496187,127.0683779,85.90162696,
2024/07/07 22:47,57.55023967,74.13856702,28.30046567,73.13824717,128.3839058,84.70757451,
2024/07/07 22:49,57.7184097,74.06220735,30.90385679,69.29702245,131.4560548,87.04629996,
2024/07/07 22:51,58.12671364,73.60077335,29.4722733,72.3062191,132.7367481,83.62145491,
2024/07/07 22:53,57.19918197,73.25830265,31.29604559,70.2967728,130.345292,83.53933271,
2024/07/07 22:55,56.95369454,73.45202796,30.52948331,71.01753645,130.7129326,86.38739015,
2024/07/07 22:57,56.71397776,73.60007091,29.94152026,73.98976643,128.2824416,83.91940495,
2024/07/07 22:59,56.9254536,74.48815163,30.71902831,70.50827508,129.6601533,86.2556111,
2024/07/07 23:01,58.34371033,73.67332047,28.73367256,71.39752473,130.6953232,85.07468698,
2024/07/07 23:03,57.97658144,74.38230754,30.50808335,71.41906144,130.7993253,86.14824263,
2024/07/07 23:05,57.79993298,73.29369216,29.66709319,71.24417088,130.1052487,83.99167945,
2024/07/07 23:07,56.9134768,73.95133898,29.91468542,72.2688908,130.7043122,84.28703232,
2024/07/07 23:09,57.19322827,74.92654839,31.04861456,71.85199429,129.2991854,84.85188683,
2024/07/07 23:11,57.63123111,72.19679237,30.12493651,71.23366299,128.7903732,86.09793759,
2024/07/07 23:13,57.73797659,74.53643812,29.9817574,71.78196029,131.3398236,84.71543545,
2024/07/07 23:15,56.11995107,73.1546933,31.32692507,70.92301171,129.4389817,85.06402423,
2024/07/07 23:17,56.47840466,75.56101892,29.02168776,71.63628903,130.1545375,84.55722866,
2024/07/07 23:19,57.1628774,73.72311601,28.46782609,70.44808982,129.6683318,84.94124369,
2024/07/07 23:21,57.10982591,74.80232441,30.83095752,72.9542324,128.8715775,85.87332559,
2024/07/07 23:23,57.60172255,72.6320796,29.43181012,71.68890459,134.8262076,86.47516012,
2024/07/07 23:25,57.67169535,74.36752872,30.27501878,71.19992336,130.5482112,84.62817233,
2024/07/07 23:27,58.2675541,75.46404112,29.70210099,71.30777577,133.4327628,86.75624807,
2024/07/07 23:29,57.0032139,75.26484028,30.59001444,72.3696434,130.6407485,85.11482407,
2024/07/07 23:31,56.25386641,73.52395834,28.86840314,72.24822033,133.1850451,84.30550156,
2024/07/07 23:33,57.59970569,73.82523231,30.4923519,72.38428975,128.4966011,85.07285155,
2024/07/07 23:35,57.89228038,74.82744285,31.34879157,70.14291367,129.4320854,83.88986058,
2024/07/07 23:37,57.32165009,74.11262666,30.15208756,71.32112086,134.4834316,86.22858097,
2024/07/07 23:39,57.27022511,73.14217651,30.74991974,72.53440456,130.830886,84.63200961,
2024/07/07 23:41,57.50355029,74.65779699,30.81063841,72.40024829,131.0086693,83.29128563,
2024/07/07 23:43,56.43117437,74.01013663,28.37204983,72.00544295,131.1073194,85.73095053,
2024/07/07 23:45,57.63634539,72.6708772,28.16206655,72.68734075,131.9894418,84.80931821,
2024/07/07 23:47,57.54139978,73.98745855,28.44371553,71.08661933,129.4903346,84.23421766,
2024/07/07 23:49,57.13187349,75.19651598,30.03091326,72.71748373,127.5663927,85.61630777,
2024/07/07 23:51,57.49135426,73.39306852,29.15417851,70.86722227,132.4685192,87.42072976,
2024/07/07 23:53,57.68148329,72.80171665,28.77266237,71.01408259,131.6899197,85.40921279,
2024/07/07 23:55,57.6158222,73.80295609,27.80099446,70.9545396,131.7224219,82.77411284,
2024/07/07 23:57,57.25236868,73.48896359,29.75686653,72.25404057,132.1171061,85.17014623,
2024/07/07 23:59,56.61657781,72.95793845,28.36063131,70.14448701,129.9032235,85.19134192,
2024/07/08 00:01,57.51584092,74.65058471,29.72785415,70.49190689,132.3287553,86.037347,0.544210264
2024/07/08 00:03,57.85145601,74.03485312,31.00749852,70.92538352,128.556544,84.15613723,
2024/07/08 00:05,56.79902488,73.54569832,29.18132891,70.04697881,133.3135097,85.25199275,
2024/07/08 00:07,57.1979876,75.06451499,29.14334313,71.04752535,132.215688,84.29903281,
2024/07/08 00:09,56.63694081,75.79045125,29.21675337,72.86311797,131.3285817,85.48454997,
2024/07/08 00:11,56.15817229,72.95987577,30.2842502,73.33827175,134.5774986,85.58539389,
2024/07/08 00:13,57.54065718,73.16364416,29.70837352,71.51414233,126.4287235,85.00968306,
2024/07/08 00:15,58.13506497,73.172358,30.24361889,69.8059285,127.7954233,84.72967748,
2024/07/08 00:17,57.53646239,75.25375804,30.57403322,71.98273054,129.7744442,88.1036001,
2024/07/08 00:19,56.30283265,72.65785301,30.65588396,73.46920478,131.4794519,83.35759381,
2024/07/08 00:21,57.2082053,74.9217152,29.40568328,71.96375104,132.0779702,84.73175812,
2024/07/08 00:23,58.10550594,74.55252002,32.14283805,71.74895452,130.4682508,85.41393081,
2024/07/08 00:25,57.67776317,72.86941982,30.51379922,72.0955663,127.6923337,85.06349041,
2024/07/08 00:27,58.0513181,74.71197505,30.35476303,71.75686001,128.9442156,86.32764092,
2024/07/08 00:29,57.25967811,75.27029197,29.91114889,70.64811598,130.7573176,84.37069074,
2024/07/08 00:31,57.8942253,75.35531007,30.28310783,73.8457985,129.657485,86.62025081,
2024/07/08 00:33,58.30967195,74.41907262,29.87543094,71.03846141,132.759642,84.34815265,
2024/07/08 00:35,58.21772153,74.88829507,29.60592325,72.40673432,132.2879306,86.03879231,
2024/07/08 00:37,56.77051428,74.57579927,30.91241279,70.10809267,130.1260089,84.83698407,
